"PROBEID","ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"217532_x_at","217532_x_at","","","","","","","",NA,"",NA,NA,"","","","","","","","","",-0.408884433333333,3.12125295454545,-2.08438190136374,0.0479859687077188,0.999988917839134,-4.44246451918334,NA,NA
"217549_at","217549_at","NCK associated protein 1 like","NCKAP1L","3071","","","","UI-HF-BL0-abq-b-09-0-UI.s1 NIH_MGC_37 Homo sapiens cDNA clone IMAGE:3057353 3-, mRNA sequence",7246472,"AW574933",NA,NA,"","12q13.1","Chromosome 12, NC_000012.12 (54497711..54543115)","GTPase activator activity///protein binding///protein complex binding///protein kinase activator activity","B cell homeostasis///B cell receptor signaling pathway///Fc-gamma receptor signaling pathway involved in phagocytosis///T cell homeostasis///actin polymerization-dependent cell motility///activation of protein kinase activity///chemotaxis///cortical actin cytoskeleton organization///erythrocyte development///maintenance of cell polarity///myeloid cell homeostasis///negative regulation of apoptotic process///negative regulation of interleukin-17 production///negative regulation of interleukin-6 production///negative regulation of myosin-light-chain-phosphatase activity///neutrophil chemotaxis///positive regulation of B cell differentiation///positive regulation of B cell proliferation///positive regulation of CD4-positive, alpha-beta T cell differentiation///positive regulation of CD8-positive, alpha-beta T cell differentiation///positive regulation of GTPase activity///positive regulation of T cell proliferation///positive regulation of actin filament polymerization///positive regulation of cell adhesion mediated by integrin///positive regulation of erythrocyte differentiation///positive regulation of gamma-delta T cell differentiation///positive regulation of lymphocyte differentiation///positive regulation of neutrophil chemotaxis///positive regulation of phagocytosis, engulfment///positive regulation of phosphorylation///protein complex assembly///response to drug///vascular endothelial growth factor receptor signaling pathway","SCAR complex///cytosol///cytosol///extracellular exosome///integral component of plasma membrane///membrane","GO:0005096///GO:0005515///GO:0032403///GO:0030295","GO:0001782///GO:0050853///GO:0038096///GO:0043029///GO:0070358///GO:0032147///GO:0006935///GO:0030866///GO:0048821///GO:0030011///GO:0002262///GO:0043066///GO:0032700///GO:0032715///GO:0035509///GO:0030593///GO:0045579///GO:0030890///GO:0043372///GO:0043378///GO:0043547///GO:0042102///GO:0030838///GO:0033630///GO:0045648///GO:0045588///GO:0045621///GO:0090023///GO:0060100///GO:0042327///GO:0006461///GO:0042493///GO:0048010","GO:0031209///GO:0005829///GO:0005829///GO:0070062///GO:0005887///GO:0016020",-0.738349233333333,5.08274604545455,-2.20443714924063,0.0373675692741322,0.999988917839134,-4.42155912980368,"NCKAP1L","NCK associated protein 1 like"
"217568_at","217568_at","epididymal protein 3A","EDDM3A","10876","","","","wc56f02.x1 NCI_CGAP_Pr28 Homo sapiens cDNA clone IMAGE:2322651 3-, mRNA sequence",4984637,"AI696737",NA,NA,"","14q11.2","Chromosome 14, NC_000014.9 (20735946..20748380)","","sperm displacement","extracellular space","","GO:0007321","GO:0005615",-0.597300866666665,2.26141090909091,-2.13438551444059,0.0432719721000113,0.999988917839134,-4.43381231746652,"EDDM3A","epididymal protein 3A"
"217579_x_at","217579_x_at","","","","","","","",NA,"",NA,NA,"","","","","","","","","",-0.609012666666663,6.33275504545455,-2.65811910574316,0.0137902859650113,0.999988917839134,-4.33952224283014,NA,NA
"217584_at","217584_at","NPC intracellular cholesterol transporter 1","NPC1","4864","","","","HSU55987 Human brain ARSanders Homo sapiens cDNA clone 47507 5-, mRNA sequence",1354543,"U55987",NA,NA,"","18q11.2","Chromosome 18, NC_000018.10 (23506184..23586617, complement)","cholesterol binding///protein binding///receptor activity///sterol transporter activity///transmembrane signaling receptor activity///virus receptor activity","adult walking behavior///autophagy///bile acid metabolic process///cellular response to low-density lipoprotein particle stimulus///cellular response to steroid hormone stimulus///cholesterol efflux///cholesterol homeostasis///cholesterol homeostasis///cholesterol metabolic process///cholesterol transport///endocytosis///establishment of protein localization to membrane///lysosomal transport///membrane raft organization///negative regulation of cell death///negative regulation of macroautophagy///positive regulation of cholesterol homeostasis///protein glycosylation///response to cadmium ion///response to drug///signal transduction///viral entry into host cell","Golgi apparatus///endoplasmic reticulum///extracellular exosome///extracellular region///integral component of membrane///integral component of plasma membrane///late endosome membrane///lysosomal membrane///lysosome///membrane///membrane raft///nuclear envelope///perinuclear region of cytoplasm","GO:0015485///GO:0005515///GO:0004872///GO:0015248///GO:0004888///GO:0001618","GO:0007628///GO:0006914///GO:0008206///GO:0071404///GO:0071383///GO:0033344///GO:0042632///GO:0042632///GO:0008203///GO:0030301///GO:0006897///GO:0090150///GO:0007041///GO:0031579///GO:0060548///GO:0016242///GO:2000189///GO:0006486///GO:0046686///GO:0042493///GO:0007165///GO:0046718","GO:0005794///GO:0005783///GO:0070062///GO:0005576///GO:0016021///GO:0005887///GO:0031902///GO:0005765///GO:0005764///GO:0016020///GO:0045121///GO:0005635///GO:0048471",-0.556005299999998,3.35163945454545,-2.06790402390501,0.0496370778180792,0.999988917839134,-4.4452972973442,"NPC1","NPC intracellular cholesterol transporter 1"
"217638_at","217638_at","","","","","","","7r05c01.x1 NCI_CGAP_Lu24 Homo sapiens cDNA clone IMAGE:3706753 3-, mRNA sequence",12356412,"BF939092",NA,NA,"","","","","","","","","",0.486786800000001,4.52861531818182,2.16908601609181,0.0402495942979533,0.999988917839134,-4.42776105015931,NA,NA
"217670_at","217670_at","ribosomal protein lateral stalk subunit P2","RPLP2","6181","","","","",NA,"",NA,NA,"","11p15.5","Chromosome 11, NC_000011.10 (809936..812876)","large ribosomal subunit rRNA binding///protein binding///structural constituent of ribosome///structural constituent of ribosome","SRP-dependent cotranslational protein targeting to membrane///cytoplasmic translation///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///rRNA processing///translation///translational elongation///translational initiation///viral transcription","cytosol///cytosolic large ribosomal subunit///extracellular exosome///focal adhesion///membrane///preribosome, large subunit precursor","GO:0070180///GO:0005515///GO:0003735///GO:0003735","GO:0006614///GO:0002181///GO:0000184///GO:0006364///GO:0006412///GO:0006414///GO:0006413///GO:0019083","GO:0005829///GO:0022625///GO:0070062///GO:0005925///GO:0016020///GO:0030687",0.950001033333337,5.12423354545455,4.47660204751876,0.000158518247497733,0.999988917839134,-4.01857966172372,"RPLP2","ribosomal protein lateral stalk subunit P2"
"217675_at","217675_at","zinc finger and BTB domain containing 7C","ZBTB7C","201501","","","","601565557F1 NIH_MGC_21 Homo sapiens cDNA clone IMAGE:3840279 5-, mRNA sequence",10148323,"BE734331",NA,NA,"","18q21.1","Chromosome 18, NC_000018.10 (48026886..48412639, complement)","metal ion binding///nucleic acid binding","positive regulation of fat cell differentiation///positive regulation of transcription from RNA polymerase II promoter///regulation of RNA polymerase II regulatory region sequence-specific DNA binding","nucleus","GO:0046872///GO:0003676","GO:0045600///GO:0045944///GO:1903025","GO:0005634",0.526635533333335,3.59895409090909,2.23422484894011,0.0350855072176969,0.999988917839134,-4.41630564541869,"ZBTB7C","zinc finger and BTB domain containing 7C"
"217711_at","217711_at","TEK receptor tyrosine kinase","TEK","7010","","","","",NA,"",NA,NA,"","9p21","Chromosome 9, NC_000009.12 (27109141..27230178)","ATP binding///Ras guanyl-nucleotide exchange factor activity///growth factor binding///protein binding///protein kinase activity///protein tyrosine kinase activity///protein tyrosine kinase activity///receptor activity///transmembrane receptor protein tyrosine kinase activity","MAPK cascade///Tie signaling pathway///angiogenesis///cell-cell signaling///definitive hemopoiesis///endochondral ossification///endothelial cell proliferation///heart development///heart trabecula formation///leukocyte migration///negative regulation of angiogenesis///negative regulation of apoptotic process///negative regulation of endothelial cell apoptotic process///negative regulation of inflammatory response///organ regeneration///peptidyl-tyrosine phosphorylation///positive regulation of ERK1 and ERK2 cascade///positive regulation of ERK1 and ERK2 cascade///positive regulation of GTPase activity///positive regulation of actin cytoskeleton reorganization///positive regulation of angiogenesis///positive regulation of angiogenesis///positive regulation of endothelial cell migration///positive regulation of endothelial cell migration///positive regulation of endothelial cell proliferation///positive regulation of focal adhesion assembly///positive regulation of intracellular signal transduction///positive regulation of phosphatidylinositol 3-kinase activity///positive regulation of phosphatidylinositol 3-kinase signaling///positive regulation of protein kinase B signaling///positive regulation of protein kinase B signaling///positive regulation of protein phosphorylation///positive regulation of protein phosphorylation///protein autophosphorylation///protein oligomerization///regulation of endothelial cell apoptotic process///regulation of establishment or maintenance of cell polarity///regulation of vascular permeability///response to cAMP///response to estrogen///response to hypoxia///response to peptide hormone///signal transduction///sprouting angiogenesis///substrate adhesion-dependent cell spreading///transmembrane receptor protein tyrosine kinase signaling pathway","colocalizes_with actin filament///apical plasma membrane///basal plasma membrane///basolateral plasma membrane///cell surface///cell-cell junction///cytoplasm///extracellular region///focal adhesion///integral component of plasma membrane///membrane raft///microvillus///plasma membrane///colocalizes_with stress fiber","GO:0005524///GO:0005088///GO:0019838///GO:0005515///GO:0004672///GO:0004713///GO:0004713///GO:0004872///GO:0004714","GO:0000165///GO:0048014///GO:0001525///GO:0007267///GO:0060216///GO:0001958///GO:0001935///GO:0007507///GO:0060347///GO:0050900///GO:0016525///GO:0043066///GO:2000352///GO:0050728///GO:0031100///GO:0018108///GO:0070374///GO:0070374///GO:0043547///GO:2000251///GO:0045766///GO:0045766///GO:0010595///GO:0010595///GO:0001938///GO:0051894///GO:1902533///GO:0043552///GO:0014068///GO:0051897///GO:0051897///GO:0001934///GO:0001934///GO:0046777///GO:0051259///GO:2000351///GO:0032878///GO:0043114///GO:0051591///GO:0043627///GO:0001666///GO:0043434///GO:0007165///GO:0002040///GO:0034446///GO:0007169","colocalizes_with GO:0005884///GO:0016324///GO:0009925///GO:0016323///GO:0009986///GO:0005911///GO:0005737///GO:0005576///GO:0005925///GO:0005887///GO:0045121///GO:0005902///GO:0005886///colocalizes_with GO:0001725",-0.492505566666666,3.24422618181818,-2.1475823413937,0.0420992853332434,0.999988917839134,-4.43151537237824,"TEK","TEK receptor tyrosine kinase"
"217739_s_at","217739_s_at","nicotinamide phosphoribosyltransferase","NAMPT","10135","","","","Homo sapiens nicotinamide phosphoribosyltransferase (NAMPT), mRNA",111161293,"NM_005746",NA,NA,"","7q22.3","Chromosome 7, NC_000007.14 (106248285..106285732, complement)","cytokine activity///drug binding///nicotinamide phosphoribosyltransferase activity///nicotinate-nucleotide diphosphorylase (carboxylating) activity///protein binding///protein homodimerization activity","NAD biosynthetic process///NOT adipose tissue development///cell-cell signaling///circadian regulation of gene expression///circadian rhythm///female pregnancy///NOT insulin receptor signaling pathway///nicotinamide metabolic process///positive regulation of cell proliferation///positive regulation of nitric-oxide synthase biosynthetic process///positive regulation of smooth muscle cell proliferation///positive regulation of transcription from RNA polymerase II promoter///response to organic cyclic compound///signal transduction","cell junction///cytosol///extracellular exosome///extracellular space///nucleoplasm","GO:0005125///GO:0008144///GO:0047280///GO:0004514///GO:0005515///GO:0042803","GO:0009435///NOT GO:0060612///GO:0007267///GO:0032922///GO:0007623///GO:0007565///NOT GO:0008286///GO:0006769///GO:0008284///GO:0051770///GO:0048661///GO:0045944///GO:0014070///GO:0007165","GO:0030054///GO:0005829///GO:0070062///GO:0005615///GO:0005654",0.892124433333334,4.66773890909091,2.89775696180351,0.00792168042698074,0.999988917839134,-4.29520958133616,"NAMPT","nicotinamide phosphoribosyltransferase"
"217774_s_at","217774_s_at","tRNA methyltransferase 11-2 homolog (S. cerevisiae)","TRMT112","51504","","","","Homo sapiens tRNA methyltransferase 11-2 homolog (S. cerevisiae) (TRMT112), transcript variant 1, mRNA",554506533,"NM_016404",NA,NA,"","11q13.1","Chromosome 11, NC_000011.10 (64316492..64318084, complement)","protein binding///protein methyltransferase activity","methylation///peptidyl-glutamine methylation///rRNA (guanine-N7)-methylation///rRNA methylation///tRNA methylation///translational termination","cytosol///extracellular exosome///nucleoplasm///protein complex","GO:0005515///GO:0008276","GO:0032259///GO:0018364///GO:0070476///GO:0031167///GO:0030488///GO:0006415","GO:0005829///GO:0070062///GO:0005654///GO:0043234",0.778799166666668,8.77493086363636,2.1441797217987,0.0423988797513316,0.999988917839134,-4.43210813033257,"TRMT112","tRNA methyltransferase activator subunit 11-2"
"217784_at","217784_at","YKT6 v-SNARE homolog (S. cerevisiae)","YKT6","10652","","","","601277836F1 NIH_MGC_20 Homo sapiens cDNA clone IMAGE:3618848 5-, mRNA sequence",9329847,"BE384482",NA,NA,"","7p15.1","Chromosome 7, NC_000007.14 (44200968..44214294)","SNAP receptor activity///SNARE binding///cadherin binding involved in cell-cell adhesion///protein-cysteine S-palmitoyltransferase activity","ER to Golgi vesicle-mediated transport///ER to Golgi vesicle-mediated transport///cell-cell adhesion///protein transport///retrograde transport, endosome to Golgi///vesicle docking involved in exocytosis///vesicle fusion///vesicle targeting","Golgi apparatus///Golgi membrane///SNARE complex///SNARE complex///apical dendrite///basilar dendrite///cell-cell adherens junction///cytoplasm///cytoplasmic vesicle membrane///cytosol///endoplasmic reticulum///endoplasmic reticulum-Golgi intermediate compartment membrane///endosome///extracellular exosome///integral component of plasma membrane///mitochondrion///neuronal cell body///transport vesicle","GO:0005484///GO:0000149///GO:0098641///GO:0019706","GO:0006888///GO:0006888///GO:0098609///GO:0015031///GO:0042147///GO:0006904///GO:0006906///GO:0006903","GO:0005794///GO:0000139///GO:0031201///GO:0031201///GO:0097440///GO:0097441///GO:0005913///GO:0005737///GO:0030659///GO:0005829///GO:0005783///GO:0033116///GO:0005768///GO:0070062///GO:0005887///GO:0005739///GO:0043025///GO:0030133",0.485851933333335,5.87073859090909,2.12431444029426,0.0441865557677672,0.999988917839134,-4.43556150565998,"YKT6","YKT6 vesicular SNARE protein"
"217795_s_at","217795_s_at","transmembrane protein 43","TMEM43","79188","","","","zd76g10.s1 Soares_fetal_heart_NbHH19W Homo sapiens cDNA clone IMAGE:346626 3-, mRNA sequence",1384812,"W74580",NA,NA,"","3p25.1","Chromosome 3, NC_000003.12 (14124940..14143680)","protein binding///protein self-association","nuclear membrane organization","Golgi apparatus///endoplasmic reticulum lumen///integral component of nuclear inner membrane","GO:0005515///GO:0043621","GO:0071763","GO:0005794///GO:0005788///GO:0005639",0.694259000000001,9.08550677272727,2.38774575601662,0.0252114414105746,0.999988917839134,-4.38887762268413,"TMEM43","transmembrane protein 43"
"217831_s_at","217831_s_at","NSFL1 cofactor","NSFL1C","55968","","","","Homo sapiens NSFL1 cofactor (NSFL1C), transcript variant 1, mRNA",332078462,"NM_016143",NA,NA,"","20p13","Chromosome 20, NC_000020.11 (1442162..1467720, complement)","ATPase binding///phospholipid binding///protein binding///ubiquitin binding","Golgi organization///membrane fusion///nuclear envelope reassembly///proteasome-mediated ubiquitin-dependent protein catabolic process","Golgi stack///VCP-NSFL1C complex///chromosome///cytoplasm///cytosol///intermediate filament cytoskeleton///nucleoplasm///nucleus///plasma membrane","GO:0051117///GO:0005543///GO:0005515///GO:0043130","GO:0007030///GO:0061025///GO:0031468///GO:0043161","GO:0005795///GO:1990730///GO:0005694///GO:0005737///GO:0005829///GO:0045111///GO:0005654///GO:0005634///GO:0005886",0.726345233333333,8.21039004545455,2.12339707199675,0.0442707207837911,0.999988917839134,-4.43572067659479,"NSFL1C","NSFL1 cofactor"
"217857_s_at","217857_s_at","RNA binding motif protein 8A","RBM8A","9939","","","","Homo sapiens RNA binding motif protein 8A (RBM8A), mRNA",525345282,"NM_005105",NA,NA,"","1q21.1","Chromosome 1, NC_000001.11 (145921556..145927536, complement)","RNA binding///mRNA binding///mRNA binding///nucleotide binding///poly(A) RNA binding///protein binding","RNA export from nucleus///mRNA 3'-end processing///mRNA export from nucleus///mRNA splicing, via spliceosome///mRNA splicing, via spliceosome///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///regulation of alternative mRNA splicing, via spliceosome///regulation of translation///termination of RNA polymerase II transcription","catalytic step 2 spliceosome///cytoplasm///cytosol///dendrite///exon-exon junction complex///neuronal cell body///nuclear speck///nucleoplasm///nucleoplasm///nucleus","GO:0003723///GO:0003729///GO:0003729///GO:0000166///GO:0044822///GO:0005515","GO:0006405///GO:0031124///GO:0006406///GO:0000398///GO:0000398///GO:0000184///GO:0000184///GO:0000381///GO:0006417///GO:0006369","GO:0071013///GO:0005737///GO:0005829///GO:0030425///GO:0035145///GO:0043025///GO:0016607///GO:0005654///GO:0005654///GO:0005634",0.7056665,8.52875440909091,3.01032811453252,0.00607232483279036,0.999988917839134,-4.27436003003442,"RBM8A","RNA binding motif protein 8A"
"217893_s_at","217893_s_at","akirin 1","AKIRIN1","79647","","","","Homo sapiens akirin 1 (AKIRIN1), transcript variant 1, mRNA",210147485,"NM_024595",NA,NA,"","1p34.3","Chromosome 1, NC_000001.11 (38991244..39006065)","protein binding","","nuclear membrane///nucleoplasm///nucleus","GO:0005515","","GO:0031965///GO:0005654///GO:0005634",0.661844766666669,6.55342972727273,2.32894904680595,0.0286449506416996,0.999988917839134,-4.3994466693222,"AKIRIN1","akirin 1"
"217909_s_at","217909_s_at","MLX, MAX dimerization protein","MLX","6945","","","","",NA,"",NA,NA,"","17q21.1","Chromosome 17, NC_000017.11 (42567060..42573203)","DNA binding///RNA polymerase II regulatory region sequence-specific DNA binding///protein binding///protein heterodimerization activity///protein homodimerization activity///transcription factor activity, sequence-specific DNA binding///transcription factor binding///transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding///transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding","negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-templated///regulation of transcription, DNA-templated///transcription, DNA-templated","cytoplasm///nucleus","GO:0003677///GO:0000977///GO:0005515///GO:0046982///GO:0042803///GO:0003700///GO:0008134///GO:0001227///GO:0001227","GO:0000122///GO:0045892///GO:0006355///GO:0006351","GO:0005737///GO:0005634",0.624529233333336,6.70080059090909,2.28061752926221,0.0317823968444175,0.999988917839134,-4.40807646195566,"MLX","MAX dimerization protein MLX"
"217918_at","217918_at","dynein light chain roadblock-type 1","DYNLRB1","83658","","","","Homo sapiens dynein light chain roadblock-type 1 (DYNLRB1), transcript variant 1, mRNA",528524490,"NM_014183",NA,NA,"","20q11.21","Chromosome 20, NC_000020.11 (34516384..34540958)","microtubule motor activity///protein binding","microtubule-based movement///transport///visual behavior","centrosome///ciliary tip///cytoplasm///cytoplasmic dynein complex///cytoplasmic dynein complex///membrane///microtubule///primary cilium","GO:0003777///GO:0005515","GO:0007018///GO:0006810///GO:0007632","GO:0005813///GO:0097542///GO:0005737///GO:0005868///GO:0005868///GO:0016020///GO:0005874///GO:0072372",0.545778000000002,10.2201908181818,2.22222931141272,0.0359888485283785,0.999988917839134,-4.41842417528028,"DYNLRB1","dynein light chain roadblock-type 1"
"217943_s_at","217943_s_at","MAP7 domain containing 1","MAP7D1","55700","","","","Homo sapiens MAP7 domain containing 1 (MAP7D1), transcript variant 1, mRNA",556503437,"NM_018067",NA,NA,"","1p34.3","Chromosome 1, NC_000001.11 (36155965..36180849)","structural molecule activity","microtubule cytoskeleton organization","cytoplasm///microtubule cytoskeleton///spindle","GO:0005198","GO:0000226","GO:0005737///GO:0015630///GO:0005819",0.792161500000004,7.93033627272727,2.28061102646695,0.031782839287992,0.999988917839134,-4.40807761927605,"MAP7D1","MAP7 domain containing 1"
"217945_at","217945_at","BTB domain containing 1","BTBD1","53339","","","","Homo sapiens BTB domain containing 1 (BTBD1), transcript variant 1, mRNA",59814019,"NM_025238",NA,NA,"","15q24","Chromosome 15, NC_000015.10 (83016423..83067434, complement)","protein binding///ubiquitin protein ligase binding","proteasome-mediated ubiquitin-dependent protein catabolic process///protein ubiquitination involved in ubiquitin-dependent protein catabolic process///regulation of protein binding///regulation of proteolysis","SCF ubiquitin ligase complex///cytoplasmic mRNA processing body///protein complex","GO:0005515///GO:0031625","GO:0043161///GO:0042787///GO:0043393///GO:0030162","GO:0019005///GO:0000932///GO:0043234",-0.882207366666664,7.43586327272727,-2.1116288019961,0.0453632421725848,0.999988917839134,-4.4377601472509,"BTBD1","BTB domain containing 1"
"217980_s_at","217980_s_at","mitochondrial ribosomal protein L16","MRPL16","54948","","","","Homo sapiens mitochondrial ribosomal protein L16 (MRPL16), mRNA",169403970,"NM_017840",NA,NA,"","11q12.1","Chromosome 11, NC_000011.10 (59806135..59810872, complement)","rRNA binding///structural constituent of ribosome","mitochondrial translation///mitochondrial translational elongation///mitochondrial translational termination","mitochondrial inner membrane///mitochondrial large ribosomal subunit","GO:0019843///GO:0003735","GO:0032543///GO:0070125///GO:0070126","GO:0005743///GO:0005762",0.577212266666667,7.61603404545454,2.23696081736926,0.0348823744315361,0.999988917839134,-4.41582190039467,"MRPL16","mitochondrial ribosomal protein L16"
"218012_at","218012_at","TSPY like 2","TSPYL2","64061","","","","Homo sapiens TSPY like 2 (TSPYL2), mRNA",259906401,"NM_022117",NA,NA,"","Xp11.2","Chromosome X, NC_000023.11 (53082327..53088546)","rDNA binding","IRE1-mediated unfolded protein response///cell cycle///covalent chromatin modification///negative regulation of DNA replication///negative regulation of cell cycle///negative regulation of cell growth///nucleosome assembly///regulation of protein kinase activity///regulation of signal transduction///regulation of transcription, DNA-templated///transcription, DNA-templated","centrosome///cytoplasm///nucleolus///nucleoplasm///nucleus///plasma membrane","GO:0000182","GO:0036498///GO:0007049///GO:0016569///GO:0008156///GO:0045786///GO:0030308///GO:0006334///GO:0045859///GO:0009966///GO:0006355///GO:0006351","GO:0005813///GO:0005737///GO:0005730///GO:0005654///GO:0005634///GO:0005886",0.521857300000006,9.86647063636364,2.15603825184629,0.0413629894219513,0.999988917839134,-4.43004074475405,"TSPYL2","TSPY like 2"
"218039_at","218039_at","nucleolar and spindle associated protein 1","NUSAP1","51203","","","","Homo sapiens nucleolar and spindle associated protein 1 (NUSAP1), transcript variant 1, mRNA",341865557,"NM_016359",NA,NA,"","15q15.1","Chromosome 15, NC_000015.10 (41332694..41381050)","DNA binding///microtubule binding///poly(A) RNA binding///protein binding","establishment of mitotic spindle localization///mitotic chromosome condensation///mitotic cytokinesis///mitotic sister chromatid segregation///positive regulation of mitotic nuclear division","chromosome///cytoplasm///nucleolus///nucleus///spindle microtubule","GO:0003677///GO:0008017///GO:0044822///GO:0005515","GO:0040001///GO:0007076///GO:0000281///GO:0000070///GO:0045840","GO:0005694///GO:0005737///GO:0005730///GO:0005634///GO:0005876",0.543084466666667,2.33419536363636,2.20525819851128,0.0373029082406945,0.999988917839134,-4.42141465758234,"NUSAP1","nucleolar and spindle associated protein 1"
"218074_at","218074_at","family with sequence similarity 96 member B","FAM96B","51647","","","","Homo sapiens family with sequence similarity 96 member B (FAM96B), transcript variant 1, mRNA",373859932,"NM_016062",NA,NA,"","16q22.1","Chromosome 16, NC_000016.10 (66932055..66934423, complement)","protein binding","chromosome segregation///iron-sulfur cluster assembly","CIA complex///MMXD complex///cytoplasm///nucleoplasm///nucleus///spindle","GO:0005515","GO:0007059///GO:0016226","GO:0097361///GO:0071817///GO:0005737///GO:0005654///GO:0005634///GO:0005819",0.53981306666667,7.75959104545455,2.18427008783408,0.0389879769796657,0.999988917839134,-4.42510166895246,"CIAO2B","cytosolic iron-sulfur assembly component 2B"
"218103_at","218103_at","FtsJ homolog 3","FTSJ3","117246","","","","Homo sapiens FtsJ homolog 3 (FTSJ3), mRNA",194097364,"NM_017647",NA,NA,"","17q23.3","Chromosome 17, NC_000017.11 (63819433..63827671, complement)","poly(A) RNA binding///protein binding///rRNA (guanine) methyltransferase activity///rRNA (uridine-2'-O-)-methyltransferase activity","enzyme-directed rRNA 2'-O-methylation///maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///rRNA methylation","nucleolus///nucleolus///nucleus///preribosome, large subunit precursor///preribosome, small subunit precursor","GO:0044822///GO:0005515///GO:0016435///GO:0008650","GO:0000453///GO:0000466///GO:0000463///GO:0031167","GO:0005730///GO:0005730///GO:0005634///GO:0030687///GO:0030688",0.683936433333336,6.69811895454545,2.37206044316134,0.026088373728197,0.999988917839134,-4.39170426902702,"FTSJ3","FtsJ RNA 2'-O-methyltransferase 3"
"218106_s_at","218106_s_at","mitochondrial ribosomal protein S10","MRPS10","55173","","","","Homo sapiens mitochondrial ribosomal protein S10 (MRPS10), mRNA",186910184,"NM_018141",NA,NA,"","6p21.1","Chromosome 6, NC_000006.12 (42206801..42217907, complement)","molecular_function","biological_process///mitochondrial translational elongation///mitochondrial translational termination///mitophagy in response to mitochondrial depolarization///positive regulation of defense response to virus by host///xenophagy","mitochondrial inner membrane///mitochondrion///ribosome","GO:0003674","GO:0008150///GO:0070125///GO:0070126///GO:0098779///GO:0002230///GO:0098792","GO:0005743///GO:0005739///GO:0005840",0.782556766666668,6.13376086363636,2.1606946843809,0.040962501080332,0.999988917839134,-4.42922777042448,"MRPS10","mitochondrial ribosomal protein S10"
"218132_s_at","218132_s_at","tRNA splicing endonuclease subunit 34","TSEN34","79042","","","","Homo sapiens tRNA splicing endonuclease subunit 34 (TSEN34), transcript variant 1, mRNA",537361045,"NM_024075",NA,NA,"","19q13.4","Chromosome 19, NC_000019.10 (54189517..54194536)","lyase activity///nucleic acid binding///tRNA-intron endonuclease activity","RNA phosphodiester bond hydrolysis, endonucleolytic///mRNA processing///tRNA splicing, via endonucleolytic cleavage and ligation///tRNA-type intron splice site recognition and cleavage","nucleolus///nucleoplasm///nucleus///tRNA-intron endonuclease complex","GO:0016829///GO:0003676///GO:0000213","GO:0090502///GO:0006397///GO:0006388///GO:0000379","GO:0005730///GO:0005654///GO:0005634///GO:0000214",0.493479333333335,5.37345240909091,2.21033112908678,0.0369056347484376,0.999988917839134,-4.42052159992074,"TSEN34","tRNA splicing endonuclease subunit 34"
"218142_s_at","218142_s_at","cereblon","CRBN","51185","","","","Homo sapiens cereblon (CRBN), transcript variant 1, mRNA",291045196,"NM_016302",NA,NA,"","3p26.2","Chromosome 3, NC_000003.12 (3148490..3179717, complement)","ATP-dependent peptidase activity///metal ion binding///protein binding","negative regulation of ion transmembrane transport///negative regulation of protein homooligomerization///positive regulation of protein homodimerization activity///proteasome-mediated ubiquitin-dependent protein catabolic process///protein ubiquitination///protein ubiquitination","Cul4A-RING E3 ubiquitin ligase complex///cytoplasm///membrane///nucleolus///nucleus","GO:0004176///GO:0046872///GO:0005515","GO:0034766///GO:0032463///GO:0090073///GO:0043161///GO:0016567///GO:0016567","GO:0031464///GO:0005737///GO:0016020///GO:0005730///GO:0005634",-0.570190166666665,6.67488227272727,-2.10815720801557,0.0456901155647702,0.999988917839134,-4.43836091829384,"CRBN","cereblon"
"218159_at","218159_at","DDRGK domain containing 1","DDRGK1","65992","","","","Homo sapiens DDRGK domain containing 1 (DDRGK1), mRNA",960513930,"NM_023935",NA,NA,"","20p13","Chromosome 20, NC_000020.11 (3190350..3204697, complement)","protein binding///ubiquitin-like protein ligase binding","positive regulation of I-kappaB phosphorylation///positive regulation of NF-kappaB transcription factor activity///positive regulation of proteasomal protein catabolic process///protein K69-linked ufmylation///regulation of intracellular estrogen receptor signaling pathway///response to endoplasmic reticulum stress","endoplasmic reticulum///endoplasmic reticulum membrane","GO:0005515///GO:0044389","GO:1903721///GO:0051092///GO:1901800///GO:1990592///GO:0033146///GO:0034976","GO:0005783///GO:0005789",0.608912266666671,8.89487295454545,2.54332976676431,0.0178717301087437,0.999988917839134,-4.36060087472081,"DDRGK1","DDRGK domain containing 1"
